alt                      press                    temp                     density                  eddy                     O                        O2                       H2O                      H                        OH                       HO2                      H2O2                     H2                       CO                       HCO                      H2CO                     CH4                      CH3                      C2H6                     NO                       NO2                      HNO                      O3                       HNO3                     N                        C3H2                     C3H3                     CH3C2H                   CH2CCH2                  C3H5                     C2H5CHO                  C3H6                     C3H7                     C3H8                     C2H4OH                   C2H2OH                   C2H5                     C2H4                     CH                       CH3O2                    CH3O                     CH2CO                    CH3CO                    CH3CHO                   C2H2                     CH23                     C2H                      C2                       C2H3                     HCS                      CS2                      CS                       OCS                      S                        HS                       H2S                      SO3                      S2                       HSO                      H2SO4                    SO2                      SO                       HNCO                     NH3                      NH2                      HCN                      NCO                      CN                       N2H3                     N2H4                     S3                       S4                       CO2                      SO4AER                   S8AER                    HCAER                    HCAER2                   SO4AER_AERSOL            S8AER_AERSOL             HCAER_AERSOL             HCAER2_AERSOL            SO4AER_WFALL             S8AER_WFALL              HCAER_WFALL              HCAER2_WFALL             SO4AER_RPAR              S8AER_RPAR               HCAER_RPAR               HCAER2_RPAR              
4.6250000000000000e+01   3.9115273829360076e-04   1.8000000000000000e+02   1.5746889958349240e+16   2.9902381999999989e+05   6.0643715789571768e-07   1.5446704159490278e-07   6.1670675944512208e-08   4.0877426030838566e-07   8.5151941030654457e-13   1.4440880311047258e-12   3.8927911646527384e-15   1.7452066832341354e-02   3.1842485638410665e-03   2.6907192906497738e-12   4.8915100497853030e-11   7.4060740030681583e-05   8.1071847761222407e-15   4.3645989486540068e-09   1.9230537645012590e-12   9.8538334228847428e-16   1.4700905090780811e-16   6.5798068159261330e-13   1.6855597562625793e-20   1.9376853005405037e-09   7.8470057057627955e-21   1.4337036896504814e-20   5.3060599107830589e-15   8.7473020754409284e-17   1.5087808220379245e-19   1.2369684188545255e-17   4.1384468269897865e-20   1.3170896097632543e-21   1.6222632895361816e-15   5.6973262877395824e-23   3.0037155342350442e-23   2.2409970303830208e-17   1.0771782040030498e-15   2.5640270582856405e-20   2.4142864982996072e-18   3.3688620000618632e-10   2.2769413501077771e-18   2.4966864512726547e-17   5.0222376881150837e-15   1.0221775786797100e-14   1.1181667055131424e-17   8.5590946292913999e-22   9.7951113075190727e-23   2.9880633318823522e-19   5.6393830070865552e-22   9.8964413297187108e-24   1.1777457771022497e-20   8.5912950212128100e-12   2.4639050950425035e-10   2.3323443315684275e-14   3.0012805156313528e-17   5.6082070891407523e-12   1.0464233988328427e-17   1.4279344264056332e-13   3.7754245713615987e-13   4.8279466259124334e-09   5.0266893960825127e-09   1.9485656964967924e-11   1.5383282278932142e-15   1.6189277950260466e-16   3.2711039513770207e-07   2.4191050582382483e-16   1.8970983654152811e-14   3.1067893588073428e-24   2.4377553500763344e-22   5.2048153322952779e-23   3.3358696469589025e-28   2.9670912865716039e-03   1.8927769727974687e-11   1.8231815661675864e-12   1.3677202031138711e-15   8.2574792412235046e-19   8.0686420683601170e-03   1.4142580932817799e-03   3.0832683773180131e-01   2.3827118298466501e-04   5.2249780666547230e-01   6.5851834675571008e-01   2.6046025600766284e-03   2.6046025600766284e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.6750000000000000e+01   3.5779491123807332e-04   1.8000000000000000e+02   1.4403982238504120e+16   3.1533416999999987e+05   6.7997382098561776e-07   1.9342506614279266e-07   7.0626950415112707e-08   5.0207605101575976e-07   1.0432124470520551e-12   1.7466723350686874e-12   5.1853904556999732e-15   1.7453936587464084e-02   3.1862834152143861e-03   2.5637546662690102e-12   4.9037551332262582e-11   7.3113791724543865e-05   8.0698946479974393e-15   4.3136871667317265e-09   2.3763970616442980e-12   1.0439955868398471e-15   1.7523471161329942e-16   6.9354607530637799e-13   1.8415748871844628e-20   2.1418782697517263e-09   9.9491413022760426e-21   1.8182756846672873e-20   7.2682566863568432e-15   1.1370185072710078e-16   2.0062388170444921e-19   1.3126786667379368e-17   5.5778164129765806e-20   1.3640377930463811e-21   1.7077213008570274e-15   6.9487799084184283e-23   5.1768652965636598e-23   2.1763094636604206e-17   1.3958517613307715e-15   3.9099505257437273e-20   2.3466137952603199e-18   3.4081411122699541e-10   2.8568243634158653e-18   2.2996675260086900e-17   4.8764240299096034e-15   1.9134110268534460e-14   1.3605560573387318e-17   1.7050172819641726e-21   2.0179288592541424e-22   5.5401599966847262e-19   5.0346922115395572e-22   7.1207468466220531e-24   1.1578768655848589e-20   6.2844774041258408e-12   2.2199822177962177e-10   2.5028721512510619e-14   2.6833346476276651e-17   5.1823896809975149e-12   8.5084584214814448e-18   1.4240195859400645e-13   3.6991349890080297e-13   4.6935470711303570e-09   5.1869519396162504e-09   2.3230831599550258e-11   2.4121104835109162e-15   2.4162737216686909e-16   3.3842358926825372e-07   3.2416023717960965e-16   2.1125388234334396e-14   5.6380645775420529e-24   4.7553427493234417e-22   3.1299113346819943e-23   1.3790615408790936e-28   2.9658237174240787e-03   1.7637614937299864e-11   1.6296451389037435e-12   1.4150056797817593e-15   8.5429607334605191e-19   6.8832448207078248e-03   1.1563241118381451e-03   2.9178303298564889e-01   2.2548633370019617e-04   5.7091881048629634e-01   7.1978090808840156e-01   2.8469893846785974e-03   2.8469893846785974e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.7250000000000000e+01   3.2728647950840091e-04   1.8000000000000000e+02   1.3175784477842242e+16   3.3253416999999963e+05   7.5869208580454728e-07   2.3878834404241799e-07   8.0689484717327200e-08   6.1719198812515266e-07   1.2863194166823796e-12   2.0864074729237160e-12   6.7719802013272719e-15   1.7455864330804774e-02   3.1884058219661705e-03   2.4437375502537898e-12   4.9235357644605461e-11   7.2132179153074923e-05   8.0545543522456329e-15   4.2613185008669910e-09   2.9326589474590170e-12   1.0979291524722852e-15   2.1179867409073395e-16   7.1601629819548691e-13   2.0117322744916764e-20   2.3776349533547821e-09   1.2695554574998491e-20   2.3207784893491095e-20   1.0009845240617756e-14   1.4856703963750390e-16   2.6786810623147820e-19   1.3935561969829908e-17   7.5854449288338775e-20   1.4204088769843010e-21   1.8111650377165194e-15   8.6262511618767360e-23   9.0068297567247115e-23   2.1133002117898223e-17   1.8331737427849230e-15   5.9799617654637238e-20   2.2513487786962724e-18   3.4468937696551972e-10   3.8412977723600540e-18   2.1060997804440562e-17   4.7335656095290580e-15   3.5972962323510412e-14   1.6606544007580579e-17   3.4302715317473391e-21   4.1752705072124239e-22   1.0327314623206260e-18   4.5719032526013064e-22   5.3124333392334149e-24   1.1661842541936268e-20   4.6324458042903840e-12   2.0300201675565720e-10   2.7010403577905113e-14   2.4225172871968663e-17   4.7476559484052003e-12   7.2151895184269045e-18   1.4221963302695000e-13   3.5871692148124330e-13   4.5458219663020053e-09   5.3545075567089575e-09   2.7229094212656862e-11   3.7825344851354241e-15   3.6003753988092877e-16   3.5017359906951832e-07   4.2625068011517764e-16   2.3457711726304028e-14   1.0213395263834953e-23   9.2340170721511575e-22   2.0059162033950693e-23   6.5002379479935137e-29   2.9644966991366367e-03   1.6371012291657092e-11   1.4506874914828475e-12   1.4640034700156823e-15   8.8387801228796800e-19   5.8488283750037203e-03   9.4157367477971823e-04   2.7614543129682984e-01   2.1340178634413098e-04   6.2383027763261045e-01   7.8673357622312023e-01   3.1118892386452521e-03   3.1118892386452521e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.7750000000000000e+01   2.9938365957579986e-04   1.8000000000000000e+02   1.2052482524433700e+16   3.5067235999999999e+05   8.4216383463372745e-07   2.9206105315408524e-07   9.1950555446789459e-08   7.5911468743194327e-07   1.5980555728217956e-12   2.4721138423534692e-12   8.7245364291805299e-15   1.7457850007654076e-02   3.1906209371684114e-03   2.3293266694392491e-12   4.9737939691291595e-11   7.1114642755035418e-05   8.0670250434935287e-15   4.2074227693911790e-09   3.6226606585108611e-12   1.1485957644174599e-15   2.6045502173606439e-16   7.2767849446272214e-13   2.2042306519182151e-20   2.6520333208735411e-09   1.6308465719451810e-20   2.9818981504139946e-20   1.3859039298776088e-14   1.9511866681193311e-16   3.5905785509468432e-19   1.4784760003440493e-17   1.0406756415964799e-19   1.4857965743337468e-21   1.9336482379550600e-15   1.1035238100398778e-22   1.5763044110188541e-22   2.0523603306260416e-17   2.4668911164874228e-15   9.2701840455082517e-20   2.1441466928186449e-18   3.4852361446109786e-10   5.5810085456129732e-18   1.9176286891093879e-17   4.5946145772089122e-15   6.7590265705842006e-14   2.0550569820217627e-17   6.9245878751309034e-21   8.6339267208476273e-22   1.9251408897942340e-18   4.2480729888657806e-22   4.1148096987499162e-24   1.2108826872037202e-20   3.4397945059748201e-12   1.8745268936257855e-10   2.9283133546990156e-14   2.2091639189853790e-17   4.3159217429907072e-12   6.3165060723969619e-18   1.4218250676351759e-13   3.4468469659372798e-13   4.3869816914907457e-09   5.5292756555434837e-09   3.1501803816513403e-11   5.9359615596474502e-15   5.3738441531403484e-16   3.6237863515726746e-07   5.5255877285348095e-16   2.5965554087203263e-14   1.8554757818505144e-23   1.7927337074863837e-21   1.3458061339180211e-23   3.3288311220676796e-29   2.9631061016578038e-03   1.5134331583671022e-11   1.2859009590494970e-12   1.5147740298385608e-15   9.1453023703314845e-19   4.9497470421796677e-03   7.6346299154471029e-04   2.6136271639708197e-01   2.0197788370641471e-04   6.8164951513131555e-01   8.5990381424906082e-01   3.4013890414446740e-03   3.4013890414446740e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.8250000000000000e+01   2.7386355846074342e-04   1.8000000000000000e+02   1.1025103230764790e+16   3.6963907999999973e+05   9.2984249209897004e-07   3.5525706818721998e-07   1.0450315441828399e-07   9.3376174088424202e-07   2.0024453389298531e-12   2.9146329786474834e-12   1.1136444424093996e-14   1.7459893655202306e-02   3.1929353558535259e-03   2.2192390041190864e-12   5.1192503256745408e-11   7.0059648698207334e-05   8.1301366238030067e-15   4.1519147024803737e-09   4.4882978915502137e-12   1.1977235083980803e-15   3.2669011981796292e-16   7.3099712878620789e-13   2.4295121758101591e-20   2.9742550505375480e-09   2.1099448624160664e-20   3.8586793448499066e-20   1.9290461259975900e-14   2.5756960840353267e-16   4.8313257817415827e-19   1.5662733036236526e-17   1.4398743988007386e-19   1.5598500366150287e-21   2.0763285358345271e-15   1.5202101986772393e-22   2.7684966070173640e-22   1.9957811525142717e-17   3.5491771494903808e-15   1.5152349778595227e-19   2.0407308567918377e-18   3.5233046632189104e-10   8.7755946909031852e-18   1.7378224228166800e-17   4.4650621939715254e-15   1.2642640968772331e-13   2.6828591613865095e-17   1.3950650034260424e-20   1.7774350432061909e-21   3.5727276064007723e-18   4.1876592477710905e-22   3.4191627619328502e-24   1.3443630195787498e-20   2.5717251188336957e-12   1.7409341840121027e-10   3.1847549422449142e-14   2.0371708589788158e-17   3.8963417345209390e-12   5.6592555455246996e-18   1.4219113034985879e-13   3.2850880842916597e-13   4.2192393738476483e-09   5.7104221568567856e-09   3.6091634592313064e-11   9.3164064190829256e-15   8.0501476694277407e-16   3.7506042013924042e-07   7.0859641150687783e-16   2.8639146644929050e-14   3.3887471702438233e-23   3.4871646847790752e-21   9.3203700756252785e-24   1.7982042485638435e-29   2.9616465750175037e-03   1.3933342797090364e-11   1.1347885488169439e-12   1.5673912976203993e-15   9.4629737947287855e-19   4.1714488688611431e-03   6.1631334030798964e-04   2.4738842164689709e-01   1.9117871574011089e-04   7.4483263021206092e-01   9.3986788259343279e-01   3.7177687802608444e-03   3.7177687802608444e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.8750000000000000e+01   2.5052238072430997e-04   1.8000000000000000e+02   1.0085442271423622e+16   3.8955220999999990e+05   1.0211224143537795e-06   4.3099843988993780e-07   1.1843701136805032e-07   1.1480544177771584e-06   2.5328801757598915e-12   3.4266878996401738e-12   1.4123079593669637e-14   1.7461995181559570e-02   3.1953571870321227e-03   2.1123809849843645e-12   5.5328570924066565e-11   6.8965479890647228e-05   8.3332635440343989e-15   4.0946990719080287e-09   5.5863702684209288e-12   1.2472738002755090e-15   4.1850388755191142e-16   7.2835939199886389e-13   2.7004326719636162e-20   3.3563677078866226e-09   2.7508354461950675e-20   5.0316478148297674e-20   2.6992317408001624e-14   3.4174475791278640e-16   6.5249008932216454e-19   1.6560070467004113e-17   2.0079855776712880e-19   1.6423873182160090e-21   2.2404555976666154e-15   2.5168586076690202e-22   4.8709753348287236e-22   1.9542008669147706e-17   6.0840056112186923e-15   2.8979426511002874e-19   1.9678855963453730e-18   3.5613094006356096e-10   1.4910771188788641e-17   1.5768856591425416e-17   4.3701444080589396e-15   2.3466778109745700e-13   4.1019376475279009e-17   2.7926057409446579e-20   3.6313627701214160e-21   6.5750817685210156e-18   4.8492890290527471e-22   3.3653904363724552e-24   1.7673033958481555e-20   1.9348010091720625e-12   1.6209716107528015e-10   3.4683456743809860e-14   1.9053259592229054e-17   3.4960880948085818e-12   5.1501031416625560e-18   1.4211495111285337e-13   3.1083473082054837e-13   4.0451940681593803e-09   5.8962576813543859e-09   4.1063408026349684e-11   1.4600597736516089e-14   1.2110662370021300e-15   3.8824311745358426e-07   9.0114018998470601e-16   3.1459131127090040e-14   6.2243540273893692e-23   6.7967433058588450e-21   6.5868295690666529e-24   1.0053990789718612e-29   2.9601114029583720e-03   1.2773254285135339e-11   9.9679891443905629e-13   1.6219381123673600e-15   9.7922943755206437e-19   3.5004944898994212e-03   4.9522945013039132e-04   2.3417929859137881e-01   1.8097085843102773e-04   8.1387827870664042e-01   1.0272553440616667e+00   4.0635193342853570e-03   4.0635193342853570e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.9250000000000000e+01   2.2917378957650731e-04   1.8000000000000000e+02   9.2259981651729740e+15   4.1053810000000027e+05   1.1154070371633242e-06   5.2260585719101869e-07   1.3382981647360918e-07   1.4099245717137484e-06   3.2352311825103985e-12   4.0224481934619918e-12   1.7819482395154758e-14   1.7464153675413104e-02   3.1978956149544212e-03   2.0079775099574353e-12   6.6454491281164456e-11   6.7830578410990253e-05   8.9857712430413765e-15   4.0356887133396611e-09   6.9932531014960810e-12   1.2993203299759247e-15   5.4744171347175334e-16   7.2189516305047014e-13   3.0323716581541093e-20   3.8143170415174618e-09   3.6159002525542999e-20   6.6149775283185900e-20   3.7961630622650140e-14   4.5567065831604993e-16   8.8424728219021739e-19   1.7472625955803704e-17   2.8197457786700000e-19   1.7335460048153565e-21   2.4273108817468021e-15   5.6529528725818074e-22   8.5699473264945509e-22   1.9712540397347327e-17   1.4013251832072678e-14   7.3656472481181195e-19   1.9935581111059232e-18   3.5995825445651731e-10   2.7306994604751408e-17   1.4678800963975385e-17   4.4122743967619100e-15   4.3102186719762108e-13   8.3468704406180802e-17   5.5332059454460151e-20   7.3420445962806784e-21   1.1955666398703875e-17   7.4822768877439774e-22   4.4340971926631767e-24   3.1176844274177924e-20   1.4639566024190196e-12   1.5093059197792839e-10   3.7742112019435479e-14   1.8203317709400612e-17   3.1208440208228552e-12   4.7290187580507621e-18   1.4179799071414465e-13   2.9225900000676334e-13   3.8680731154704269e-09   6.0841442300125037e-09   4.6506494903059430e-11   2.2797532049071207e-14   1.8284216347408595e-15   4.0194921941792430e-07   1.1382431411351178e-15   3.4395447952353101e-14   1.1482258565162301e-22   1.3252277009450700e-20   4.7052221983260599e-24   5.7423214388868764e-30   2.9584926626339196e-03   1.1658969687093266e-11   8.7137461284737000e-13   1.6784891058427683e-15   1.0133714419492937e-18   2.9246051209814035e-03   3.9602465632418258e-04   2.2169258364611030e-01   1.7132126124408794e-04   8.8933194203081922e-01   1.1227539839213982e+00   4.4413619411387776e-03   4.4413619411387776e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
4.9750000000000000e+01   2.0964740886039910e-04   1.8000000000000000e+02   8.4399119683518410e+15   4.3265454999999958e+05   1.2122431160533164e-06   6.3422230025349759e-07   1.5074232170431307e-07   1.7283662216436684e-06   4.1719361562004020e-12   4.7172016041730109e-12   2.2376122791831808e-14   1.7466367588442812e-02   3.2005614739718450e-03   1.9057548515980265e-12   9.4470124443917286e-11   6.6653443932810462e-05   1.1020881141873137e-14   3.9747990967880052e-09   8.8114342199762201e-12   1.3560385422866119e-15   7.2995045278889652e-16   7.1340981429663677e-13   3.4435409690985490e-20   4.3694852267510683e-09   4.7941993375168160e-20   8.7714724496373690e-20   5.3643737826654292e-14   6.1040008385706490e-16   1.2019878645295597e-18   1.8405557601100656e-17   3.9821339354876510e-19   1.8340369876932288e-21   2.6382028175837140e-15   1.6440579417730032e-21   1.5045909345428737e-21   2.2045337231207363e-17   4.1376786937640805e-14   2.4126926753831010e-18   2.2979514666970515e-18   3.6386422175263127e-10   5.3481130650737871e-17   1.5130620771542202e-17   4.9575079303603145e-15   7.8135157857930310e-13   2.1932552466525232e-16   1.0815078165651631e-19   1.4652752881960707e-20   2.1404814013232822e-17   1.4906753687811390e-21   7.5491331805868685e-24   7.1417869330303634e-20   1.1134497965686027e-12   1.4026488140987284e-10   4.0941556339205971e-14   1.8018029249895965e-17   2.7749209904984326e-12   4.3557399836498651e-18   1.4107147732620444e-13   2.7331898418953722e-13   3.6918379836419704e-09   6.2704873831488345e-09   5.2544652783820772e-11   3.5378266756293533e-14   2.7654838437391011e-15   4.1620077922215477e-07   1.4292108380195594e-15   3.7409459019186029e-14   2.1219441688036111e-22   2.5778449555982508e-20   3.3703088621418269e-24   3.3179676608914915e-30   2.9567807286712622e-03   1.0594823805486387e-11   7.5793033776822207e-13   1.7371158194831420e-15   1.0487665454535752e-18   2.4325474954181294e-03   3.1511651648005008e-04   2.0988720592448123e-01   1.6219818122297026e-04   9.7179033400019899e-01   1.2271151830815217e+00   4.8542694559724131e-03   4.8542694559724131e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.0250000000000000e+01   1.9178745378077347e-04   1.8000000000000000e+02   7.7209121512296950e+15   4.5596243999999965e+05   1.3114873188342212e-06   7.7094912960376765e-07   1.6921284072054596e-07   2.1134847191371684e-06   5.4269950225895260e-12   5.5268549627046933e-12   2.7951097084201806e-14   1.7468634919592482e-02   3.2033678797702280e-03   1.8061402985395462e-12   1.6022494541461159e-10   6.5432530887134919e-05   1.6911024340766311e-14   3.9119430236082895e-09   1.1178041035127422e-11   1.4197380047643633e-15   9.8904247623475639e-16   7.0438618413308088e-13   3.9553312542140397e-20   5.0509369432479031e-09   6.4141157274397775e-20   1.1734734648658881e-19   7.6133170170539961e-14   8.2114264912829971e-16   1.6381017955072836e-18   1.9377500258673223e-17   5.6466517871546376e-19   1.9454719136515882e-21   2.8744735054137391e-15   5.2421641422157086e-21   2.6289955611993484e-21   3.1548338650403278e-17   1.3262086930851568e-13   8.6360937268756359e-18   3.3190931319319581e-18   3.6792527701724560e-10   1.0990977378550087e-16   1.9957529930103974e-17   7.1573043301527793e-15   1.3944625628687426e-12   6.3133308811296551e-16   2.0788585574433710e-19   2.8793772493446305e-20   3.7605900294952376e-17   3.2506425049791448e-21   1.4058381931334068e-23   1.8000194581383004e-19   8.5083049215013829e-13   1.2991874340931712e-10   4.4164425015164484e-14   1.8884258528463263e-17   2.4612934534534087e-12   4.0029048444347779e-18   1.3976808921600564e-13   2.5448179866668206e-13   3.5211681083906360e-09   6.4508152705658938e-09   5.9356038760181377e-11   5.4439130980739139e-14   4.1801416489672807e-15   4.3102071729976444e-07   1.7847072768413787e-15   4.0463533014972631e-14   3.9165666729288612e-22   4.9872068921643774e-20   2.4043582803881416e-24   1.9250520336204618e-30   2.9549637187471656e-03   9.5844287376622698e-12   6.5584336201080605e-13   1.7978919523564425e-15   1.0854592207114140e-18   2.0143893565571888e-03   2.4944379054441407e-04   1.9872452773005017e-01   1.5357175987865118e-04   1.0618398570386183e+00   1.3411597859610256e+00   5.3054895678209205e-03   5.3054895678209205e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.0750000000000000e+01   1.7545147928825028e-04   1.8000000000000000e+02   7.0632642108921880e+15   4.8052597000000003e+05   1.4134971090221962e-06   9.3897854480164386e-07   1.8924941853292868e-07   2.5765031083344993e-06   7.1116229994144652e-12   6.4671132656762202e-12   3.4697295144399986e-14   1.7470953183489867e-02   3.2063306405255205e-03   1.7104855570078503e-12   3.0380184947982928e-10   6.4166262495693729e-05   3.2455408564998943e-14   3.8470314470285643e-09   1.4275455167017945e-11   1.4929316469483706e-15   1.3562928651058987e-15   6.9603887187813089e-13   4.5925100978387332e-20   5.8986352413979560e-09   8.6643654303321594e-20   1.5842956750274028e-19   1.0845862170818979e-13   1.1088276186427754e-15   2.2368283607236897e-18   2.0424128713880093e-17   8.0243196409738226e-19   2.0707240124210481e-21   3.1374964380568187e-15   1.6372801452215535e-20   4.5565054220814726e-21   6.2222519938546336e-17   4.1255327532169467e-13   3.0034039212928525e-17   6.0092983956854420e-18   3.7224756818607177e-10   2.3037695543216479e-16   3.6060962705801373e-17   1.4198430134371118e-14   2.4437501025654958e-12   1.7709957711569296e-15   3.9180249669361859e-19   5.5569798159764554e-20   6.4615570205259252e-17   6.8995333171254739e-21   2.5448118960172351e-23   4.4374006699089913e-19   6.5289400310540065e-13   1.1981908292724037e-10   4.7259289742346789e-14   2.1424914511005402e-17   2.1816493133697579e-12   3.6525992451036606e-18   1.3773664468902307e-13   2.3613630724187127e-13   3.3613126041879326e-09   6.6199701613800426e-09   6.7207192844870788e-11   8.2901158836475387e-14   6.2978142705524847e-15   4.4643282865548311e-07   2.2175331537639589e-15   4.3544377913682881e-14   7.2009422839230422e-22   9.5708381647435546e-20   1.6985007570815889e-24   1.1147982566714467e-30   2.9530270597718598e-03   8.6306121883562533e-12   5.6446082240426944e-13   1.8608928907964671e-15   1.1234951167164125e-18   1.6604419803021128e-03   1.9640078314660613e-04   1.8816814462594070e-01   1.4541388544096241e-04   1.1602301396208765e+00   1.4657845084793164e+00   5.7985701529572930e-03   5.7985701529572930e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.1250000000000000e+01   1.6050923599231893e-04   1.8000000000000000e+02   6.4617246129888740e+15   5.0641278999999998e+05   1.5193553479864348e-06   1.1457185200425966e-06   2.1082112751515526e-07   3.1297254179451741e-06   9.3701383657504040e-12   7.5523784275950284e-12   4.2744243458783935e-14   1.7473319361341104e-02   3.2094686454850461e-03   1.6213079801240823e-12   5.9536490245735033e-10   6.2853063503723848e-05   6.9770664596686963e-14   3.7799751754446738e-09   1.8344030895399259e-11   1.5784553743930237e-15   1.8745115969526834e-15   6.8940750680944689e-13   5.3830860394437569e-20   6.9681774892736473e-09   1.1834632939939357e-19   2.1593956481513705e-19   1.5498372672128616e-13   1.5023975403038566e-15   3.0581584082090956e-18   2.1600474146498846e-17   1.1402239359315270e-18   2.2142601407155968e-21   3.4286821395346118e-15   4.7901729322116828e-20   7.8009378898125299e-21   1.4851530804680084e-16   1.1926866891004989e-12   9.6950467284426666e-17   1.2217556152210763e-17   3.7697100857502029e-10   4.7827545277073685e-16   7.8158030011943989e-17   3.3840746387717974e-14   4.1935780784843187e-12   4.6275431469966934e-15   7.2188641506085180e-19   1.0503423613057925e-19   1.0820101072012742e-16   1.3624011259663003e-20   4.2751614213807706e-23   1.0217641573649854e-18   5.0291152132898839e-13   1.0996914641940866e-10   5.0047644892856047e-14   2.6478123759403101e-17   1.9364635646740682e-12   3.2946035329142895e-18   1.3485733055529917e-13   2.1858809090810897e-13   3.2177960922881987e-09   6.7724371020809488e-09   7.6502805907022364e-11   1.2475059218882005e-13   9.4373250251264907e-15   4.6246178152095351e-07   2.7452326974632806e-15   4.6706457559140474e-14   1.3170349817995927e-21   1.8196772226694552e-19   1.1823688189714667e-24   6.4110878999956927e-31   2.9509530552992214e-03   7.7353617832630182e-12   4.8310728205677726e-13   1.9261943188125425e-15   1.1629207056652788e-18   1.3621585250469278e-03   1.5377863023428000e-04   1.7818363600074932e-01   1.3769804878911477e-04   1.2677734094605240e+00   1.6019689357386417e+00   6.3373869613774000e-03   6.3373869613774000e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
5.1750000000000000e+01   1.4684162434950725e-04   1.8000000000000000e+02   5.9114986898067590e+15   5.3369418000000028e+05   1.6311295833026991e-06   1.3998929476380069e-06   2.3384883176492625e-07   3.7864310442083864e-06   1.2385080316192497e-11   8.7943589119089955e-12   5.2174837375856969e-14   1.7475729822301569e-02   3.2128041730158634e-03   1.5424953631899455e-12   1.1465037422773130e-09   6.1491424955734919e-05   1.5148209732176058e-13   3.7106880244835600e-09   2.3695737927473846e-11   1.6796005994588067e-15   2.6021887692415067e-15   6.8546800975213243e-13   6.3574796839404019e-20   8.3378587580291796e-09   1.6407488947029697e-19   2.9743612300334282e-19   2.2196175940160163e-13   2.0425463902552173e-15   4.1826974405557861e-18   2.2981148207002904e-17   1.6158383478113552e-18   2.3823128362142842e-21   3.7494903224981261e-15   1.2944479866476338e-19   1.3128839024654092e-20   3.6490774012648848e-16   3.1653025056473229e-12   2.8703455565974461e-16   2.5149293029859018e-17   3.8227158764888791e-10   9.6084602197109553e-16   1.7368131414242414e-16   8.2681370251028566e-14   7.0253898480334493e-12   1.1134818983014847e-14   1.2964282265776452e-18   1.9384278987351986e-19   1.7593339624805596e-16   2.4749633082404474e-20   6.5824756632339807e-23   2.1701104938524324e-18   3.8872411184909311e-13   1.0042188625037753e-10   5.2337505547591289e-14   3.4954812261685252e-17   1.7251175982522353e-12   2.9254154945305003e-18   1.3105584692976555e-13   2.0205838810012524e-13   3.0959884936720287e-09   6.9028024477617590e-09   8.7845573246496536e-11   1.8531710601742374e-13   1.4055487189322636e-14   4.7913311364193709e-07   3.3962839605015894e-15   5.0137431994664855e-14   2.3979491996476252e-21   3.4306655968927177e-19   8.0775868905791605e-25   3.6444849826734790e-31   2.9487205007839687e-03   6.8998768967196151e-12   4.1109242306736263e-13   1.9938685941519627e-15   1.2037825161353892e-18   1.1120121355532794e-03   1.1971292136638538e-04   1.6873819706914689e-01   1.3039918193383725e-04   1.3853289486408231e+00   1.7507831635101918e+00   6.9261738505078134e-03   6.9261738505078134e-03   1.0000000000000001e-05   1.0000000000000001e-05   1.3000000000000000e-07   1.3000000000000000e-07   
